path,revision,git_sha256,workspace_sha256,bytes,verified
docs/AUTONOMOUS_HIL_RESULTS_2026-09-08.json,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,b1b35800420cf58992069b94ac2782a20f058efdda7f78bbfb540deb5a19b68e,b1b35800420cf58992069b94ac2782a20f058efdda7f78bbfb540deb5a19b68e,23298,True
docs/LOCAL_VERIFICATION_2026-09-08.json,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,0aac11388695bc9be4b30de03dab2cd17af8ee319a52f06362dd316e43ae0d2f,0aac11388695bc9be4b30de03dab2cd17af8ee319a52f06362dd316e43ae0d2f,6146,True
docs/SECURE_TWO_BOARD_RESULTS_2026-09-08.json,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,8f679efc650252134ee31698663ea5d2a8042658e603fd8b554d9f4368661d4a,063b6e5eb6e73c13bccb41dece4839669a65e532048f65eb8a85da9211aaf2fa,7466,True
docs/THREE_BOARD_RELAY_RESULTS_2026-09-08.json,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,0cd502d66a4f4e634200eea267c267d1c93cef1c462b483b0b5a507008033143,0abc8e1da11a2374e3ff64522fa39a6ab3ef36de8579ebda5aea669d755ee05d,3340,True
docs/evidence/2026-09-08-autonomous/proof-isolation-inputs.json,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,5a736a5067c98d2bb06333637bd3176157ee664f9e3ac1b86e4f15cad377e406,5a736a5067c98d2bb06333637bd3176157ee664f9e3ac1b86e4f15cad377e406,20967,True
docs/FIELD_DEPLOYMENT_2026-09-08.md,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,6fbd0dd1e76edb2298f397ed2d50ed455c1c4d6b8f4a3c06c169908ae5292fb1,6fbd0dd1e76edb2298f397ed2d50ed455c1c4d6b8f4a3c06c169908ae5292fb1,20953,True
docs/OSS_COMPLETION_2026-09-08.md,b4f51051d1bbff30ff70327eea67a4c8d211a7b4,27332e861c4c856bddefc6d382799f8065d0caa5bc88b93825ba3eadcae39b0a,27332e861c4c856bddefc6d382799f8065d0caa5bc88b93825ba3eadcae39b0a,6580,True
docs/STATUS.md,e213d49446463f363fd89c80ddfaab1749e9e384,d01ed709ccdc0239bb654f4462b4a2c3a80bde83e0001526230b602b7ecddf17,462c1f379413f9b1d05ebd2867163e7cb5056f85ed0e6f27aa9f571c695eda9b,16469,True
